"";"meas grh temp";"calc heat t";"calc vent t l";"calc lee";"calc wind";"calc cool temp";"ats active strat";"meas RH";"meas HD";"meas AH";"calc wt 1";"meas wt 1";"calc curtain pos.";"meas curtain";"radiation";"radiation sum";"PAR sum";"used PAR"
"";"Climate:Cmp 9";"Climate:Cmp 9";"Climate:CMP 9 VENT.CONTR";"Climate:CMP 9 VENT.CONTR";"Climate:CMP 9 VENT.CONTR";"Climate:ATU STRAT 8";"Climate:ATU STRAT 8";"Climate:Cmp 9";"Climate:Cmp 9";"Climate:Cmp 9";"Climate:CMP 9 WATER TEMP 1";"Climate:CMP 9 WATER TEMP 1";"Climate:CMP 9 CURTAIN";"Climate:CMP 9 CURTAIN";"Climate:WEATHER RAD SENS";"Climate:WEATHER RAD SENS";"Climate:Cmp 9";"Climate:Cmp 9"
"";"°C";"°C";"°C";"%";"%";"°C";"";"%";"g/m3";"g/m3";"°C";"°C";"%";"%";"W/m²";"J/cm²";"mol/m²";"umol/s/m²"
"19-12-2017 22:35:00";26.33;17.6;19.9;0;0;24;2;75;6.23;18.57;0;28;98;98;0;2554;17.24;38
"19-12-2017 22:40:00";26.3;17.6;19.9;0;0;24;2;75;6.3;18.5;0;28;98;98;0;2554;17.25;38
"19-12-2017 22:45:00";26.3;17.6;19.9;0;0;24;2;75.28;6.07;18.7;0;27;98;98;0;2554;17.26;38
"19-12-2017 22:50:00";26.17;17.6;19.9;0;0;24;2;76.28;5.8;18.8;0;27;98;98;0;2554;17.27;38
"19-12-2017 22:55:00";26.1;17.6;19.9;0;0;24;2;77;5.67;18.83;0;27;98;98;0;2554;17.28;38
"19-12-2017 23:00:00";26;17.6;19.9;0;0;24;2;77;5.5;18.9;0;27;98;98;3;2554;17.29;38
"19-12-2017 23:05:00";26.1;17.6;19.9;0;0;24;2;76.73;5.73;18.7;0;27;98;98;2.2;2554;17.3;38
"19-12-2017 23:10:00";26.1;17.6;19.9;0;0;24;2;76.27;5.8;18.7;0;27;98;98;0.8;2554;17.32;38
"19-12-2017 23:15:00";26.07;17.6;19.9;0;0;24;2;77;5.67;18.8;0;27;98;98;3;2554;17.33;38
"19-12-2017 23:20:00";26;17.6;19.9;0;0;24;2;77.27;5.47;18.83;0;27;98;98;0;2554;17.34;38
"19-12-2017 23:25:00";25.9;17.6;19.9;0;0;24;2;78;5.4;18.9;0;28;98;98;0;2554;17.35;38
"19-12-2017 23:30:00";25.9;17.6;19.9;0;0;24;2;78;5.38;18.8;0;28;98;98;0;2554;17.36;38
"19-12-2017 23:35:00";25.8;17.6;19.9;0;0;24;2;79;5.18;18.92;0;28;98;98;0;2554;17.37;38
"19-12-2017 23:40:00";25.7;17.6;19.9;0;0;24;2;79;5;18.9;0;28;98;98;3;2554;17.38;38
"19-12-2017 23:45:00";25.6;17.6;19.9;0;0;24;2;79;5.08;18.8;0;28;98;98;0;2554;17.4;38
"19-12-2017 23:50:00";25.58;17.6;19.9;0;0;24;2;79;4.9;18.8;0;28;98;98;0;2554;17.41;38
"19-12-2017 23:55:00";25.5;17.6;19.9;0;0;24;2;80;4.7;19;0;28;98;98;0;2554;17.42;38
"20-12-2017 00:00:00";25.4;17.6;19.9;0;0;24;"";81;4.5;19.1;0;28;98;98;0;2554;17.43;38
